Movie,Actor,Strength
"Last Days on Mars, The",Larisa Oleynik,0.27
Hostage,Larisa Oleynik,0.225
"Schatzinsel, Die (PRO7)",Larisa Oleynik,0.09
Oblivion,Larisa Oleynik,0.018
Robots,Larisa Oleynik,0.24
"Children of Men, The",Larisa Oleynik,0.2
Ritter und Burgen (WAS IST WAS),Larisa Oleynik,0.16
Liebe auf Umwegen (Raising Helen),Larisa Oleynik,0.12
"Arielle, die Meerjungfrau",Larisa Oleynik,0.08
"Asterix, der Gallier",Larisa Oleynik,0.08
Flug 93 (United 93),Larisa Oleynik,0.04
"Ghostwriter, Der",Larisa Oleynik,0.04
"Last Samurai, The",Larisa Oleynik,0.04
Apocalypse Now,Larisa Oleynik,0.032
Ice Age 4: Continental Drift,Larisa Oleynik,0.032
Daredevil,Larisa Oleynik,0.024
Kundun,Larisa Oleynik,0.008
Liebe und Eis (The Cutting Edge),Larisa Oleynik,0.008
Meet the Fockers,Larisa Oleynik,0.008
Notting Hill,Larisa Oleynik,0.008
Pirates of the Caribbean II: Dead Man's Chest,Larisa Oleynik,0.008
Romeo + Juliet,Larisa Oleynik,0.008
Se7en,Larisa Oleynik,0.008
LOST - Staffel 6,Larisa Oleynik,0.004
Million Dollar Baby,Larisa Oleynik,0.004
So was wie Liebe (A Lot Like Love),Larisa Oleynik,0.002
Final Destination,Larisa Oleynik,0.042
Männerpension,Larisa Oleynik,0.035
Resident Evil: Extinction,Larisa Oleynik,0.035
Niko - Ein Rentier hebt ab,Larisa Oleynik,0.028
S.W.A.T.,Larisa Oleynik,0.021
"Chef zum Verlieben, Ein (Two weeks notice)",Larisa Oleynik,0.007
Emma,Larisa Oleynik,0.007
Hearts in Atlantis,Larisa Oleynik,0.007
"Kill Bill, Volume 1",Larisa Oleynik,0.007
Kingdom of Heaven,Larisa Oleynik,0.007
LOST - Staffel 2,Larisa Oleynik,0.007
Schindler's List,Larisa Oleynik,0.007
LOST - Staffel 5,Larisa Oleynik,0.0035
Schneeweisschen und Rosenrot,Larisa Oleynik,0.0035
Neutral,Larisa Oleynik,0.06
Chaos,Larisa Oleynik,0.0015
Pate I (The Godfather),Larisa Oleynik,0.0015
"Insider, The",Larisa Oleynik,2.7
Monster,Larisa Oleynik,2.7
Beautiful Mind,David Krumholtz,1
Lord of the Rings III - The Return of the King,David Krumholtz,0.85
Bandidas,David Krumholtz,1.125
Sin City,David Krumholtz,0.81
Bambi,David Krumholtz,0.72
Cars,David Krumholtz,0.56
Hugo Cabret,David Krumholtz,0.52
Gladiator,Steven Strait,1
Metro,Steven Strait,0.95
"Asterix, der Gallier",Steven Strait,1.125
I am Legend,Steven Strait,0.99
"I, Robot",Steven Strait,0.81
Annie,Steven Strait,0.765
Hugo Cabret,Steven Strait,0.63
Bandidas,Steven Strait,0.36
Apocalypse Now,Steven Strait,0.315
Bambi,Steven Strait,0.315
Lord of the Rings III - The Return of the King,Steven Strait,0.27
Cars,Steven Strait,0.135
"Pacific, The",Steven Strait,0.08
Ice Age 2: The Meltdown,Steven Strait,0.609
"Departed, The",Steven Strait,0.315
"Illusionist, The",Steven Strait,0.035
"Prophezeiung, Die",Steven Strait,0.035
Half Light,Steven Strait,0.028
Cloverfield,Steven Strait,0.007
Harry Potter V - Orden des Phönix,Steven Strait,0.007
Million Dollar Baby,Steven Strait,0.007
NBA - Die 100 Besten Spiele der NBA,Steven Strait,0.007
NBA - Dunks,Steven Strait,0.007
Cargo,Steven Strait,0.006
Chaos,Steven Strait,0.006
"Pakt, Der (The Couvenant)",Steven Strait,0.006
"Ghostwriter, Der",Steven Strait,0.003
"Last Samurai, The",Steven Strait,0.003
Alatriste,Cliff Curtis,2.5
Hercules,Cliff Curtis,0.75
"Ende, Das (Assault on Precinct 13)",Cliff Curtis,0.9
Ghost Ship,Cliff Curtis,0.855
Mit aller Macht (Primary Colors),Cliff Curtis,0.45
Jagdfieber (Open Season),Cliff Curtis,0.18
"Girl with the Dragon Tattoo, The (Verblendung)",Cliff Curtis,0.045
Fantastic Four: Rise of the Silver Surfer,Cliff Curtis,0.08
Robin Hood: Prince of Thieves,Cliff Curtis,0.08
Casanova,Cliff Curtis,0.008
"Asterix, sieg über Cäsar",Cliff Curtis,0.07
Harry Potter V - Orden des Phönix,Cliff Curtis,0.035
Breaking and Entering,Cliff Curtis,0.018
Ella - Verflixt & Zauberfaft,Camilla Belle,2.5
Final Cut,Camilla Belle,2
"Missing, The",Camilla Belle,0.5
"Constant Gardener, The",Camilla Belle,0.9
Hitch,Camilla Belle,0.855
Extreme Rage (Man Apart),Camilla Belle,0.045
Shrek 2,Camilla Belle,0.64
Harry Potter III - Gefangene von Askaban,Camilla Belle,0.6
"Changing-Up, The (Ausgewechselt)",Camilla Belle,0.48
"Fähnlein der sieben Aufrechten, Das",Camilla Belle,0.44
Hotel Rwanda,Camilla Belle,0.36
Catwoman,Camilla Belle,0.12
Inglorious Basterds,Camilla Belle,0.08
"Illusionist, The",Camilla Belle,0.315
Aladdin,Omar Sharif,1.575
Perfect World,Omar Sharif,0.99
National Treasure I,Omar Sharif,1.6
Mulan II,Tim Barlow,2
Alatriste,Tim Barlow,1.8
Hercules,Tim Barlow,0.5
Blood Diamond,Tim Barlow,1.35
Anna Karenina,Tim Barlow,0.675
Gladiator,Tim Barlow,1
Hugo Cabret,Marco Khan,2
Bambi,Marco Khan,0.855
"Pakt, Der (The Couvenant)",Marco Khan,0.81
I am Legend,Marco Khan,0.765
Dirty Dancing I,Marco Khan,0.72
Cloverfield,Marco Khan,1
Grosse Haie - Kleine Fische (Shark Tale),Marco Khan,0.8
Notting Hill,Marco Khan,0.6
Along Came Polly (… und dann kam Polly),Marco Khan,0.48
"Schwester der Königin, Die",Marco Khan,0.56
McLeods Töchter: Staffel 6,Reece Ritchie,1
"Hexe und der Zauberer, Die",Reece Ritchie,0.855
Plötzlich Prinzessin 2,Reece Ritchie,0.72
"Krieger und die Kaiserin, Der",Reece Ritchie,0.72
Rio 2,Reece Ritchie,0.56
Chocolat,Reece Ritchie,0.48
Hetz mich nicht (Sascha Grammel),Reece Ritchie,0.4
Inside Job,Reece Ritchie,0.32
"Monuments Men, The",Reece Ritchie,0.16
"Brothers Grimm, The",Reece Ritchie,0.12
"Kill Bill, Volume 1",Suri van Sornsen,2
Sliding Doors,Suri van Sornsen,1.75
"Kill Bill, Volume 2",Suri van Sornsen,1.5
Sleeping Dictionary (Selima & John),Suri van Sornsen,1.25
Machtlos (Rendition),Suri van Sornsen,0.9
Schindler's List,Suri van Sornsen,0.72
"Deutschmeister, Die",Suri van Sornsen,0.64
"Scharlachrote Buchstabe, Der (Scarlet Letter)",Suri van Sornsen,0.6
Half Light,Suri van Sornsen,0.49
Dirty Dancing 2,Suri van Sornsen,0.21
Mimic,Suri van Sornsen,0.105
Before Sunrise,Suri van Sornsen,0.03
Liebe und Eis (The Cutting Edge),Victoria Abril,2.25
Oblivion,Victoria Abril,0.35
McLeods Töchter: Staffel 7,Hilmir Snær Guðnason,2.25
Kate & Leopold,Hilmir Snær Guðnason,1.8
Polar Express,Hilmir Snær Guðnason,0.9
Apocalypse Now,Hanna Maria Karlsdottir,0.9
I am Legend,Hanna Maria Karlsdottir,0.9
Anastasia,Hanna Maria Karlsdottir,0.72
Blow,Hanna Maria Karlsdottir,0.63
"Eiskönigin, Die (Frozen)",Hanna Maria Karlsdottir,0.54
Plötzlich Prinzessin,Hanna Maria Karlsdottir,0.45
"Maulwurf, Der - In der Stadt",Hanna Maria Karlsdottir,0.32
Life of David Gale,Hanna Maria Karlsdottir,0.12
Moonlight and Valentino,Hanna Maria Karlsdottir,0.105
Ocean's 11,Ólafur Darri Ólafsson,0.85
Amistad,Ólafur Darri Ólafsson,0.9
Meet the Fockers,Ólafur Darri Ólafsson,0.9
Matrix Reloaded,Ólafur Darri Ólafsson,0.855
Inside Man,Ólafur Darri Ólafsson,0.81
Meet the Parents,Ólafur Darri Ólafsson,0.72
Alles ist erleuchtet (Everything Is Illuminated),Ólafur Darri Ólafsson,0.675
Letters to Juliet (Biefe an Julia),Ólafur Darri Ólafsson,0.675
Jacke und die Nimmerland Piraten,Ólafur Darri Ólafsson,0.63
"Legend of 1900, The (Der Ozeanpianist)",Ólafur Darri Ólafsson,0.24
LOST - Staffel 6,Ólafur Darri Ólafsson,0.07
"Schwester der Königin, Die",Ólafur Darri Ólafsson,0.007
Prinzessin Fantaghiro,Þrúður Vilhjálmsdóttir,0.8
Art of War,Þrúður Vilhjálmsdóttir,0.7
Ice Age 2: The Meltdown,Þrúður Vilhjálmsdóttir,0.9
"Sissi, die junge Kaiserin",Þrúður Vilhjálmsdóttir,0.81
City of God,Þrúður Vilhjálmsdóttir,0.63
Apocalypse Now,Þrúður Vilhjálmsdóttir,0.45
I.Q.,Þrúður Vilhjálmsdóttir,0.45
"Eiskönigin, Die (Frozen)",Þrúður Vilhjálmsdóttir,0.36
Romeo + Juliet,Þrúður Vilhjálmsdóttir,0.27
Daredevil,Þrúður Vilhjálmsdóttir,0.225
"Family Stone, The",Þrúður Vilhjálmsdóttir,0.18
Anastasia,Þrúður Vilhjálmsdóttir,0.135
Emma,Þrúður Vilhjálmsdóttir,0.08
Life of David Gale,Þrúður Vilhjálmsdóttir,0.08
McLeods Töchter: Staffel 7,Þrúður Vilhjálmsdóttir,0.056
Mimic,Þrúður Vilhjálmsdóttir,0.035
Liebe und Eis (The Cutting Edge),Þrúður Vilhjálmsdóttir,0.006
Final Destination,Þrúður Vilhjálmsdóttir,0.003
Art of War,Antonio Banderas,0.45
D-Day 6.6.44,Antonio Banderas,1.125
"Reader, The (Der Vorleser)",Antonio Banderas,0.9
"Arielle, die Meerjungfrau",Antonio Banderas,0.675
"Island, The",Antonio Banderas,0.54
Männerpension,Antonio Banderas,0.88
Mimic,Antonio Banderas,0.35
Emma,Omar Sharif,1.25
Art of War,Omar Sharif,1.17
Prinzessin Fantaghiro,Omar Sharif,0.9
Harry Potter VI - Halbblutprinz,Diane Venora,0.99
Dead Man Walking,Diane Venora,0.9
Bambi,Diane Venora,0.72
Lord of the Rings III - The Return of the King,Diane Venora,0.64
"Pacific, The",Diane Venora,0.6
Cars,Diane Venora,0.56
"Asterix, sieg über Cäsar",Diane Venora,0.455
"Bourne Identity, The",Diane Venora,0.42
"Illusionist, The",Diane Venora,0.385
Gladiator,Vladimir Kulich,1.25
I am Legend,Vladimir Kulich,0.85
Metro,Vladimir Kulich,0.75
"Asterix, der Gallier",Vladimir Kulich,0.9
"I, Robot",Vladimir Kulich,0.855
Bandidas,Vladimir Kulich,0.72
Apocalypse Now,Vladimir Kulich,0.32
Jeanne d'Arc - Die Frau des Jahrtausends,Vladimir Kulich,0.04
Liebe auf Umwegen (Raising Helen),Vladimir Kulich,0.006
"Ende, Das (Assault on Precinct 13)",Dennis Storhoi,1.08
Ghost Ship,Dennis Storhoi,0.9
Mit aller Macht (Primary Colors),Dennis Storhoi,0.81
Jagdfieber (Open Season),Dennis Storhoi,0.72
Gestolene Herzen (Two If by Sea),Dennis Storhoi,0.675
Flags of Our Fathers,Dennis Storhoi,0.54
Keinohrhasen,Dennis Storhoi,0.76
Gladiator,Dennis Storhoi,0.64
"Girl with the Dragon Tattoo, The (Verblendung)",Dennis Storhoi,0.2
Casanova,Dennis Storhoi,0.08
Robin Hood: Prince of Thieves,Dennis Storhoi,0.08
"Sissi, die junge Kaiserin",Dennis Storhoi,0.04
"Merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit, Das",Dennis Storhoi,0.008
"Ghostwriter, Der",Dennis Storhoi,0.07
Flug 93 (United 93),Dennis Storhoi,0.063
Dumbo,Dennis Storhoi,0.035
"Asterix, sieg über Cäsar",Dennis Storhoi,0.021
Harry Potter V - Orden des Phönix,Dennis Storhoi,0.007
ROM - 1. Staffel,Daniel Southern,1.25
"Missing, The",Daniel Southern,1.35
Nur mit dir (A Walk To Remember),Daniel Southern,1.26
Final Cut,Daniel Southern,0.9
"Fähnlein der sieben Aufrechten, Das",Daniel Southern,0.81
"Schwester der Königin, Die",Daniel Southern,0.72
I am Legend,Daniel Southern,0.585
Shutter Island,Daniel Southern,0.585
"Illusionist, The",Daniel Southern,0.495
On the Line,Daniel Southern,0.315
Gone Baby Gone,Daniel Southern,0.56
Mission: Impossible,Daniel Southern,0.48
"Maulwurf, Der - Abenteuer mit dem Igel",Daniel Southern,0.32
City of God,John Cusack,2
Chocolat,John Cusack,0.9
Final Destination,John Cusack,0.765
"Last Days on Mars, The",John Cusack,0.765
Liebe und Eis (The Cutting Edge),John Cusack,0.63
Resident Evil: Extinction,John Cusack,0.45
Apocalypse Now,John Cusack,0.27
I am Legend,John Cusack,0.09
Amistad,John Cusack,0.44
San Andreas,John Cusack,0.32
"Eiskönigin, Die (Frozen)",John Cusack,0.2
Niko - Ein Rentier hebt ab,John Cusack,0.08
No Country for old Men,John Cusack,0.08
Poseidon,John Cusack,0.072
Art of War,John Cusack,0.04
Blow,John Cusack,0.04
Prinzessin Fantaghiro,John Cusack,0.04
Oblivion,John Cusack,0.245
"Reader, The (Der Vorleser)",John Cusack,0.06
"Kill Bill, Volume 1",John Cusack,0.006
Mimic,John Cusack,0.006
Pate I (The Godfather),John Cusack,0.006
Emma,Samuel L. Jackson,0.315
Life of David Gale,Samuel L. Jackson,0.18
Prinzessin Fantaghiro,Samuel L. Jackson,0.4
Before Sunrise,Samuel L. Jackson,0.16
Mimic,Samuel L. Jackson,0.08
Moonlight and Valentino,Samuel L. Jackson,0.08
LOST - Staffel 5,Samuel L. Jackson,0.056
Art of War,Samuel L. Jackson,0.28
Romeo + Juliet,Samuel L. Jackson,0.028
"Schwester der Königin, Die",Samuel L. Jackson,0.03
Dark Angel - Season One,Mary McCormack,2
Merida - Legende der Highlands,Mary McCormack,0.85
"Book of Eli, The",Mary McCormack,0.9
Dante's Peak,Tony Shalhoub,0.63
Black Hawk Down,Tony Shalhoub,0.36
Romeo + Juliet,John Cusack,0.75
I am Legend,John Cusack,1.125
I.Q.,John Cusack,0.99
Mimic,John Cusack,0.9
"Family Stone, The",John Cusack,0.855
Catch Me if You Can,John Cusack,0.675
Rio,John Cusack,0.405
Cast Away,John Cusack,0.315
LOST - Staffel 5,John Cusack,0.48
Hoch klingt der Radetzkymarsch,John Cusack,0.2
"Perfect Man, The",John Cusack,0.08
Pate I (The Godfather),John Cusack,0.006
Black Swan,Amanda Peet,0.9
Sennentuntschi,Amanda Peet,0.81
Shaft,Amanda Peet,0.72
LOST - Staffel 5,Amanda Peet,0.32
Operation: Kingdom,Amanda Peet,0.16
"Others, The",Amanda Peet,0.08
"Pakt, Der (The Couvenant)",Amanda Peet,0.04
Prinzessin Fantaghiro,Amanda Peet,0.35
Mimic,Amanda Peet,0.105
Bandidas,Chiwetel Ejiofor,2
Hugo Cabret,Chiwetel Ejiofor,1.125
I am Legend,Chiwetel Ejiofor,0.9
Ice Age 3: Dawn of the Dinosaurs,Chiwetel Ejiofor,0.792
Lord of the Rings III - The Return of the King,Chiwetel Ejiofor,1.2
Harry Potter VI - Halbblutprinz,Chiwetel Ejiofor,0.72
Sin City,Chiwetel Ejiofor,0.64
Ice Age 2: The Meltdown,Chiwetel Ejiofor,0.6
Cars,Chiwetel Ejiofor,0.56
ROM - 1. Staffel,Thandie Newton,1.5
Hitch,Thandie Newton,1
"Missing, The",Thandie Newton,0.75
Ella - Verflixt & Zauberfaft,Thandie Newton,1.125
Conspiracy.com,Thandie Newton,0.81
I am Legend,Thandie Newton,0.657
"Illusionist, The",Thandie Newton,0.657
"Maulwurf, Der - Abenteuer mit dem Igel",Thandie Newton,0.54
Final Cut,Thandie Newton,0.45
Mission: Impossible,Thandie Newton,0.36
"Fähnlein der sieben Aufrechten, Das",Thandie Newton,0.28
Mercury Rising,Thandie Newton,0.16
Dirty Dancing I,Thandie Newton,0.12
Extreme Rage (Man Apart),Thandie Newton,0.08
Catwoman,Thandie Newton,0.008
Hangover,Thandie Newton,0.0035
Breaking and Entering,Thandie Newton,0.03
Finding Nemo,Oliver Platt,1.8
City of Angels (Stadt der Engel),Thomas McCarthy,1.575
Ice Age 2: The Meltdown,Thomas McCarthy,1.35
City of God,Thomas McCarthy,1.125
"Last Days on Mars, The",Thomas McCarthy,0.9
Apocalypse Now,Thomas McCarthy,0.675
Oblivion,Thomas McCarthy,0.585
I am Legend,Thomas McCarthy,0.495
"Eiskönigin, Die (Frozen)",Thomas McCarthy,0.315
Daredevil,Thomas McCarthy,0.225
Art of War,Thomas McCarthy,0.135
Lola Rennt,Thomas McCarthy,0.4
No Country for old Men,Thomas McCarthy,0.24
Hoch klingt der Radetzkymarsch,Thomas McCarthy,0.12
Liebe und Eis (The Cutting Edge),Thomas McCarthy,0.12
Poseidon,Thomas McCarthy,0.12
Blow,Thomas McCarthy,0.08
Life of David Gale,Thomas McCarthy,0.08
Anastasia,Thomas McCarthy,0
Niko - Ein Rentier hebt ab,Thomas McCarthy,0.28
"Illusionist, The",Thomas McCarthy,0.245
Prinzessin Fantaghiro,Thomas McCarthy,0.21
Hearts in Atlantis,Thomas McCarthy,0.035
Resident Evil: Extinction,Thomas McCarthy,0.035
"Pompeji, Die letzten Tage von Pompeji",Thomas McCarthy,0.007
Final Destination,Thomas McCarthy,0.06
Sennentuntschi,Thomas McCarthy,0.06
Liebe auf Umwegen (Raising Helen),Thomas McCarthy,0.048
Bones: Die Knochenjägerin (Season 4),Thomas McCarthy,0.006
Pate I (The Godfather),Thomas McCarthy,0.006
Million Dollar Baby,Woody Harrelson,1
"Asterix, der Gallier",Woody Harrelson,0.72
Avatar - Aufbruch nach Pandora ,Woody Harrelson,0.675
"Haus am See, Das (The Lake House)",Woody Harrelson,0.09
"Score, The",Woody Harrelson,0.72
"Duchess, The (Die Herzogin)",Woody Harrelson,0.33
McLeods Töchter: Staffel 8,Edward Norton,1.125
Inside Man,Edward Norton,0.9
Gothika,Philip Seymour Hoffman,1.25
Monster Inc.,Philip Seymour Hoffman,0.9
Sinn & Sinnlichkeit (Sense and Sensibility),Barry Pepper,1.1
Dante's Peak,Barry Pepper,1
"Junge im gestreiften Pyjama, Der",Barry Pepper,0.9
"Arielle, die Meerjungfrau",Barry Pepper,0.7
Bones: Die Knochenjägerin (Season 2),Barry Pepper,0.72
P.S. – Liebe auf Anfang,Barry Pepper,0.27
Flags of Our Fathers,Barry Pepper,0.6
Dark Angel - Season Two,Barry Pepper,0.52
"Arielle, die Meerjungfrau",Rosario Dawson,1.125
"Reader, The (Der Vorleser)",Rosario Dawson,0.8
Flags of Our Fathers,Rosario Dawson,0.64
"Insider, The",Anna Paquin,5
Monster,Anna Paquin,4.5
Drachenzähmen (How to Train Your Dragon),Anna Paquin,3.6
"Eisprinzessin, Die",Anna Paquin,0.1
"Schatzinsel, Die (PRO7)",Anna Paquin,1.25
Drei Haselnüsse für Aschenbrödel,Anna Paquin,1.1
"Good Shepherd, The",Anna Paquin,0.9
Harry Potter V - Orden des Phönix,Anna Paquin,0.64
Sandmännchen - Gute Nacht,Anna Paquin,0.16
Bowling for Columbine,Anna Paquin,2.8
"Asterix, sieg über Cäsar",Anna Paquin,0.35
McLeods Töchter: Staffel 6,Brian Cox,1.25
From Hell,Brian Cox,0.9
Perfect World,Brian Cox,0.9
Jarhead,Brian Cox,0.72
Bones: Die Knochenjägerin (Season 3),Brian Cox,0.56
Bones: Die Knochenjägerin (Season 4),Brian Cox,0.48
Kundun,Brian Cox,0.4
McLeods Töchter: Staffel 6,Tony Siragusa,1.85
Perfect World,Tony Siragusa,1
"Children of Men, The",Tony Siragusa,0.5
Sixth Sense,Tony Siragusa,0.28
"Perfect Man, The",Tony Siragusa,0.25
Bones: Die Knochenjägerin (Season 4),Tony Siragusa,0.01
City of Angels (Stadt der Engel),Tony Siragusa,1.8
McLeods Töchter: Staffel 7,Tony Siragusa,1.575
Down in the Valley,Tony Siragusa,0.27
Final Destination,Tony Siragusa,0.243
Patton,Tony Siragusa,0.225
"Brothers Grimm, The",Tony Siragusa,0.045
Kundun,Tony Siragusa,0.009
Jarhead,Tony Siragusa,0.36
Liebe und Eis (The Cutting Edge),Tony Siragusa,0.12
Hangover 3,Tony Siragusa,0.096
"Maulwurf, Der - Abenteuer mit dem Igel",Tony Siragusa,0.08
Pulp Fiction,Tony Siragusa,0.08
"Krieger und die Kaiserin, Der",Tony Siragusa,0.04
Oxford Murders,Tony Siragusa,0.04
"Pompeji, Die letzten Tage von Pompeji",Tony Siragusa,0.008
Red Planet,Tony Siragusa,0.008
Casanova,Tony Siragusa,0.007
Gattaca,Tony Siragusa,0.007
Kingdom of Heaven,Tony Siragusa,0.007
Miss Undercover II,Tony Siragusa,0.007
Operation: Kingdom,Tony Siragusa,0.007
Iron Man,Tony Siragusa,0.006
McLeods Töchter: Staffel 6,Katherine Heigl,1
Ritter und Burgen (WAS IST WAS),Katherine Heigl,1
Perfect World,Katherine Heigl,0.8
I.Q.,Katherine Heigl,0.9
Night at the Museum (Nachts im Museum),Katherine Heigl,0.81
Gattaca,Katherine Heigl,0.54
Hangover 3,Katherine Heigl,0.36
Jarhead,Katherine Heigl,0.27
"Brothers Grimm, The",Katherine Heigl,0.4
Miss Undercover II,Katherine Heigl,0.24
Oxford Murders,Katherine Heigl,0.16
Pulp Fiction,Katherine Heigl,0.16
Mimic,Katherine Heigl,0.08
LOST - Staffel 5,Katherine Heigl,0.07
Perfect World,James Marsden,1
McLeods Töchter: Staffel 6,James Marsden,0.75
Hangover 3,James Marsden,0.54
From Hell,James Marsden,0.36
"Children of Men, The",James Marsden,0.135
"Perfect Man, The",James Marsden,0.09
"Pompeji, Die letzten Tage von Pompeji",James Marsden,0.16
Harry Potter III - Gefangene von Askaban,James Marsden,0.12
Pulp Fiction,James Marsden,0.12
"Brothers Grimm, The",James Marsden,0.08
"Kammer, Die (The Chamber)",Malin Akerman,1
McLeods Töchter: Staffel 6,Malin Akerman,1.125
Perfect World,Malin Akerman,0.72
"Brothers Grimm, The",Malin Akerman,0.45
"Best of Me, The",Malin Akerman,0.36
Miss Undercover II,Malin Akerman,0.56
Hangover 3,Malin Akerman,0.48
Inside Job,Malin Akerman,0.32
Miss Undercover II,Judy Greer,0.12
"Dschungelbuch, Das",Edward Burns,0.8
Ice Age 2: The Meltdown,Gerard Butler,0.9
Emma,Gerard Butler,0.81
Gladiator,Gerard Butler,0.81
Anastasia,Gerard Butler,0.72
"Last Days on Mars, The",Gerard Butler,0.63
Life of David Gale,Gerard Butler,0.135
No Country for old Men,Gerard Butler,0.48
Poseidon,Gerard Butler,0.4
Art of War,Gerard Butler,0.32
Before Sunrise,Gerard Butler,0.24
Blow,Gerard Butler,0.16
Romeo + Juliet,Vincent Regan,0.585
"Longest Day, The",Vincent Regan,0.54
LOST - Staffel 5,Vincent Regan,0.44
Before Sunrise,Vincent Regan,0.24
Hoch klingt der Radetzkymarsch,Vincent Regan,0.12
Plötzlich Prinzessin,Vincent Regan,0.12
"Sissi, die junge Kaiserin",Vincent Regan,0.525
Monty Python and the Holy Grail,Vincent Regan,0.35
Mimic,Vincent Regan,0.28
Cars 2,Vincent Regan,0.035
ROM - 1. Staffel,Lena Headey,0.99
"Last Days on Mars, The",Lena Headey,0.9
Niko - Ein Rentier hebt ab,Lena Headey,0.72
Plötzlich Prinzessin,Lena Headey,0.72
Blow,Lena Headey,0.56
Poseidon,Lena Headey,0.48
"Eiskönigin, Die (Frozen)",Lena Headey,0.4
Before Sunrise,Lena Headey,0.32
No Country for old Men,Lena Headey,0.21
Apocalypse Now,David Wenham,1
Plötzlich Prinzessin,David Wenham,0.81
Blow,David Wenham,0.72
Anastasia,David Wenham,0.56
Before Sunrise,David Wenham,0.48
"Maulwurf, Der - In der Stadt",David Wenham,0.32
Prinzessin Fantaghiro,David Wenham,0.35
Art of War,David Wenham,0.21
Breaking and Entering,David Wenham,0.12
"Bube, Dame, König, Gras (Lock, Stock, and Two Smoking Barrels)",Michael Fassbender,1.125
My Super Ex-Girlfriend,Michael Fassbender,0.9
Avatar - Aufbruch nach Pandora ,Michael Fassbender,0.81
Könige der Wellen,Rodrigo Santoro,2.5
Plötzlich Prinzessin 2,Rodrigo Santoro,1
"Krieger und die Kaiserin, Der",Rodrigo Santoro,1.8
Killing Fields,Rodrigo Santoro,1.62
King Arthur,Rodrigo Santoro,1.35
Rio 2,Rodrigo Santoro,0.72
Monty Python's Life of Brian,Rodrigo Santoro,0.63
Sideways,Rodrigo Santoro,0.585
"Da Vinci Code, The",Rodrigo Santoro,0.27
Robin Hood,Rodrigo Santoro,0.48
"Dolmetscherin, Die (The Interpreter)",Rodrigo Santoro,0.44
Küss den Frosch,Rodrigo Santoro,0.07
Killing Fields,Mahershalhashbaz Ali,0.5
Ich - Einfach unverbesserlich (Minions),Mahershalhashbaz Ali,0.99
Finding Forrester,Mahershalhashbaz Ali,0.9
"Illusionist, The",Mahershalhashbaz Ali,0.855
Sideways,Mahershalhashbaz Ali,0.81
Casanova,Mahershalhashbaz Ali,0.72
Harry Potter VI - Halbblutprinz,Mahershalhashbaz Ali,0.675
"American, The",Mahershalhashbaz Ali,0.54
Cloverfield,Mahershalhashbaz Ali,0.495
Könige der Wellen,Mahershalhashbaz Ali,0.495
"Best of Me, The",Mahershalhashbaz Ali,0.45
Krieg der Welten (War of the Worlds),Mahershalhashbaz Ali,0.36
Robin Hood,Mahershalhashbaz Ali,0.36
"Dolmetscherin, Die (The Interpreter)",Mahershalhashbaz Ali,0.27
Küss den Frosch,Mahershalhashbaz Ali,0.36
Final Destination 2,Mahershalhashbaz Ali,0.08
Grosse Haie - Kleine Fische (Shark Tale),Mahershalhashbaz Ali,0.08
"Pacific, The",Mahershalhashbaz Ali,0.08
Cars,Mahershalhashbaz Ali,0.04
Notting Hill,Mahershalhashbaz Ali,0.07
Plötzlich Prinzessin 2,Laura Allen,2
Monty Python and the Holy Grail,Laura Allen,0.855
Monty Python's Life of Brian,Laura Allen,0.81
"Happening, The",Laura Allen,0.765
Rio,Laura Allen,0.675
Luftbrücke - Nur der Himmel war frei,Laura Allen,0.585
Machtlos (Rendition),Laura Allen,0.64
Romeo + Juliet,Laura Allen,0.56
Sideways,Laura Allen,0.035
McLeods Töchter: Staffel 6,Billy Campbell,1.1
Pulp Fiction,Billy Campbell,0.765
Darf ich Bitten? (Shall We Dance?),Billy Campbell,0.72
"Monuments Men, The",Billy Campbell,0.675
Hetz mich nicht (Sascha Grammel),Billy Campbell,0.63
"Brothers Grimm, The",Billy Campbell,0.72
Bones: Die Knochenjägerin (Season 4),Billy Campbell,0.52
Perfect World,Billy Campbell,0.48
Neutral,Billy Campbell,0.08
National Treasure I,Billy Campbell,0.105
"Schatzinsel, Die (PRO7)",Conchita Campbell,1.25
"Rotkäppchen-Verschwörung, Die",Conchita Campbell,1
Sandmännchen - Gute Nacht,Conchita Campbell,0.855
Mimic,Conchita Campbell,0.63
"Last Days on Mars, The",Patrick Flueger,0.8
Poseidon,Patrick Flueger,0.68
Prinzessin Fantaghiro,Patrick Flueger,0.64
Plötzlich Prinzessin,Patrick Flueger,0.08
Niko - Ein Rentier hebt ab,Patrick Flueger,0.525
Art of War,Patrick Flueger,0.49
No Country for old Men,Patrick Flueger,0.42
"Eiskönigin, Die (Frozen)",Patrick Flueger,0.07
Pakt der Wölfe (Brotherhood of the Wolf),Joel Gretsch,2.1
Monsters University,Joel Gretsch,7.2
McLeods Töchter: Staffel 7,Joel Gretsch,0.765
Polar Express,Joel Gretsch,0.32
ROM - 1. Staffel,Jacqueline McKenzie,1.5
Fantastic Four,Jacqueline McKenzie,0.9
Black Swan,Jacqueline McKenzie,0.81
Liebe und Eis (The Cutting Edge),Jacqueline McKenzie,0.45
Shaft,Jacqueline McKenzie,0.32
